code_iris;nom_iris;code_commune;population_18_75;taux_vapotage_quotidien_pct;taux_vapotage_actuel_pct;nb_vapoteurs_quotidiens_estimes;taux_tabagisme_quotidien_pct;vapoteurs_pct_hommes;vapoteurs_pct_femmes;vapoteurs_pct_age_18_29;vapoteurs_pct_age_30_44;vapoteurs_pct_age_45_59;vapoteurs_pct_age_60_74;vapoteurs_pct_dipl_inf_bac;vapoteurs_pct_dipl_bac;vapoteurs_pct_dipl_sup_bac;vapoteurs_pct_actif_occ;vapoteurs_pct_chomeur;vapoteurs_pct_etudiant;vapoteurs_pct_retraite;vapoteurs_pct_autre_inactif;vapoteurs_pct_fumeurs_double_usage;vapoteurs_pct_ex_fumeurs;vapoteurs_pct_jamais_fumeurs;vapoteurs_pct_motif_sevrage;vapoteurs_pct_motif_reduction_sante;vapoteurs_pct_motif_economique;vapoteurs_pct_motif_recreatif;taux_p05;taux_p95
010040101;Les Pérouses-Triangle d'Activités;01004;1359.0;5.81;8.04;79.0;24.74;58.8;41.2;38.1;37.6;16.9;7.3;51.7;24.4;23.9;75.0;7.7;10.0;1.1;6.1;49.4;47.9;2.7;37.7;26.3;20.4;15.6;5.28;6.34
010040102;Longeray-Gare;01004;2720.0;5.59;7.7;152.0;25.48;57.0;43.0;31.6;34.3;24.5;9.7;60.4;21.4;18.1;64.6;17.3;4.9;1.5;11.7;50.1;47.2;2.7;37.9;26.9;20.8;14.4;5.08;6.1
010040201;Centre-Saint-Germain-Vareilles;01004;2955.0;5.49;7.54;162.0;24.27;54.0;46.0;29.8;35.3;24.8;10.2;52.0;23.0;25.1;70.7;13.5;5.0;1.6;9.3;48.9;48.3;2.7;38.6;26.7;20.7;14.0;4.99;5.99
010040202;Tiret-Les Allymes;01004;3520.0;5.23;7.15;184.0;22.47;54.7;45.3;22.9;36.4;28.6;12.1;41.3;24.5;34.2;75.5;9.5;6.7;2.6;5.7;47.0;50.2;2.8;40.2;26.7;20.7;12.5;4.75;5.71
010330102;Centre Ville;01033;1847.0;5.89;8.12;109.0;24.89;55.9;44.1;31.8;38.2;23.0;7.0;47.2;25.0;27.8;72.4;15.3;2.8;0.9;8.5;49.6;47.7;2.7;38.1;26.7;20.7;14.4;5.35;6.43
010330103;Lancrans-Coupy-Vanchy;01033;1632.0;5.47;7.48;89.0;24.2;54.7;45.3;21.9;38.8;29.4;10.0;51.7;21.4;26.9;66.8;16.3;4.2;1.6;11.1;48.9;48.4;2.7;39.4;27.2;21.1;12.3;4.97;5.97
010330201;Arc Vouvray-Gare-Châtillon;01033;1870.0;5.37;7.34;100.0;24.03;58.3;41.7;22.6;34.7;31.5;11.1;59.8;18.5;21.7;71.8;13.2;4.4;2.1;8.6;48.7;48.6;2.7;39.4;27.1;21.0;12.4;4.88;5.86
010330202;Plateau de Musinens;01033;1965.0;5.18;7.1;102.0;24.23;55.9;44.1;25.3;31.6;30.5;12.6;64.8;19.0;16.2;60.2;15.1;6.3;2.2;16.3;48.9;48.4;2.7;39.0;27.0;20.9;13.1;4.71;5.65
010330301;Arlod;01033;1151.0;5.35;7.33;62.0;24.1;54.7;45.3;24.7;33.2;31.9;10.2;60.0;23.2;16.8;67.1;12.6;6.8;2.4;11.0;48.8;48.5;2.7;39.2;27.0;20.9;12.9;4.86;5.84
010330401;Châtillon-en-Michaille;01033;2751.0;5.6;7.66;154.0;23.75;56.5;43.5;22.2;40.1;29.1;8.6;47.6;23.5;28.9;76.8;10.3;5.5;1.6;5.8;48.4;48.8;2.8;39.6;27.1;21.0;12.3;5.09;6.11
010340101;Ouest;01034;2178.0;5.03;6.87;109.0;22.71;57.3;42.7;24.6;32.8;28.7;14.0;53.1;21.2;25.7;76.9;8.1;5.2;2.8;7.0;47.3;49.9;2.8;39.9;26.6;20.6;12.9;4.57;5.5
010340102;Centre et Est;01034;2514.0;4.99;6.84;125.0;23.07;56.0;44.0;25.6;30.1;30.3;14.0;56.0;20.5;23.6;68.9;11.7;6.5;2.3;10.6;47.7;49.5;2.8;39.6;26.7;20.6;13.1;4.53;5.46
010340103;Sud-Ouest;01034;1459.0;5.1;6.99;74.0;24.12;54.9;45.1;24.9;31.8;31.2;12.0;64.3;20.0;15.7;66.1;13.2;7.0;2.5;11.3;48.8;48.5;2.7;39.1;27.0;20.9;13.0;4.63;5.58
010530101;Centre Ville;01053;1452.0;6.09;8.5;88.0;23.85;56.1;43.9;43.7;28.3;22.1;5.8;37.3;28.2;34.5;67.9;12.7;11.6;0.7;7.1;48.5;48.7;2.8;37.7;25.8;20.0;16.5;5.51;6.69
010530102;Champ de Foire;01053;1276.0;5.59;7.67;71.0;23.61;57.5;42.5;28.8;34.1;25.5;11.6;49.9;20.5;29.6;67.0;15.4;8.2;1.4;8.1;48.2;49.0;2.8;39.0;26.6;20.6;13.8;5.06;6.14
010530103;Préfecture;01053;1393.0;5.66;7.83;79.0;23.16;56.4;43.6;38.2;29.7;21.3;10.7;44.3;21.5;34.1;68.0;13.0;10.1;1.0;7.9;47.8;49.4;2.8;38.4;25.9;20.1;15.6;5.12;6.22
010530201;Citadelle;01053;1555.0;5.28;7.21;82.0;22.85;53.0;47.0;22.3;33.3;30.5;13.8;51.9;18.7;29.4;69.1;12.8;6.7;2.1;9.3;47.4;49.8;2.8;40.0;26.8;20.8;12.3;4.78;5.8
010530202;Mail;01053;1421.0;5.87;8.13;83.0;25.39;51.9;48.1;36.2;32.0;24.8;7.0;60.1;19.1;20.9;59.6;18.4;9.1;1.4;11.5;50.1;47.3;2.7;37.5;26.6;20.6;15.3;5.31;6.45
010530203;Peloux;01053;1381.0;5.66;7.78;78.0;23.9;56.0;44.0;27.4;32.2;30.6;9.8;51.3;19.3;29.4;69.8;14.0;6.0;1.5;8.6;48.5;48.7;2.8;39.0;26.8;20.7;13.5;5.12;6.22
010530301;Gare;01053;1980.0;5.64;7.78;112.0;22.29;56.8;43.2;32.6;32.1;25.2;10.1;34.4;24.6;41.0;75.2;9.1;7.6;2.1;6.0;46.8;50.3;2.8;39.3;26.0;20.2;14.5;5.1;6.2
010530302;Brou;01053;2164.0;5.57;7.67;121.0;23.5;51.8;48.2;30.5;31.4;27.5;10.6;50.3;21.7;28.0;69.6;12.8;7.3;1.6;8.6;48.1;49.1;2.8;38.9;26.5;20.5;14.2;5.04;6.12
010530401;Vennes Ouest;01053;1560.0;5.28;7.24;82.0;22.96;52.8;47.2;27.4;30.0;28.3;14.3;52.4;22.2;25.5;65.5;14.9;7.2;2.2;10.2;47.5;49.6;2.8;39.5;26.5;20.5;13.5;4.78;5.8
010530402;Vennes Est;01053;1679.0;5.46;7.47;92.0;22.58;54.9;45.1;25.4;33.4;29.0;12.1;45.3;20.1;34.6;78.5;6.3;5.7;2.1;7.4;47.1;50.0;2.8;39.9;26.5;20.6;13.1;4.94;6.0
010530501;Baudières;01053;1035.0;4.67;6.37;48.0;20.43;47.4;52.6;25.8;24.5;29.4;20.3;48.6;18.8;32.6;69.4;9.6;8.6;3.9;8.5;44.6;52.4;3.0;41.0;25.9;20.1;13.1;4.23;5.13
010530502;Sardières;01053;1982.0;5.31;7.27;105.0;22.82;52.0;48.0;25.1;31.8;30.1;13.0;52.7;22.0;25.3;68.6;12.4;9.3;2.6;7.1;47.4;49.8;2.8;39.8;26.6;20.6;13.0;4.81;5.83
010530503;Croix Blanche;01053;2064.0;5.82;8.0;120.0;26.36;57.0;43.0;27.5;36.5;27.0;9.0;64.1;21.6;14.4;52.3;21.1;6.6;1.3;18.7;51.0;46.4;2.6;37.8;27.4;21.2;13.6;5.27;6.39
010530601;Pont des Chèvres;01053;1734.0;5.53;7.63;96.0;24.05;55.3;44.7;36.2;30.7;21.4;11.7;60.3;23.3;16.4;61.4;15.0;12.7;2.0;9.0;48.7;48.5;2.7;38.2;26.3;20.3;15.2;5.0;6.08
010530602;Reyssouze Ouest;01053;1191.0;5.52;7.56;66.0;25.57;53.8;46.2;27.3;36.6;23.5;12.7;65.7;20.8;13.4;49.9;24.1;6.0;2.0;18.0;50.2;47.1;2.7;38.2;27.2;21.0;13.5;5.0;6.06
010530603;Reyssouze Est;01053;1096.0;5.64;7.73;62.0;25.84;51.3;48.7;26.5;37.5;26.4;9.7;68.0;18.9;13.1;55.6;18.5;6.3;2.0;17.6;50.5;46.9;2.7;38.2;27.3;21.1;13.4;5.1;6.2
010530604;Cenord-Grand Challes;01053;949.0;5.14;7.01;49.0;22.98;61.3;38.7;22.9;29.3;30.4;17.4;58.4;17.1;24.6;70.5;8.2;3.4;2.8;15.1;47.6;49.6;2.8;39.9;26.8;20.8;12.5;4.65;5.65
010530701;Granges Bardes-Alagnier;01053;2419.0;6.06;8.35;147.0;27.28;71.4;28.6;31.8;37.0;23.4;7.8;60.2;21.5;18.3;49.9;8.0;6.3;1.0;34.8;51.9;45.6;2.6;37.1;27.3;21.1;14.5;5.48;6.66
011430101;Centre;01143;2570.0;4.84;6.6;124.0;19.52;54.0;46.0;19.3;43.7;28.1;8.9;28.3;20.6;51.1;81.8;6.0;5.0;0.8;6.4;43.5;53.5;3.0;42.2;26.0;20.2;11.5;4.35;5.32
011430102;Nord-Ouest;01143;1919.0;4.76;6.5;91.0;19.01;55.0;45.0;17.3;39.2;34.9;8.6;23.2;20.0;56.9;77.8;7.2;6.9;0.9;7.2;42.9;54.1;3.1;42.8;26.0;20.2;10.9;4.28;5.24
011430103;Sud-Ouest;01143;2498.0;4.81;6.57;120.0;19.61;54.7;45.3;20.3;40.7;30.0;9.1;30.2;20.7;49.1;77.7;8.8;6.3;0.9;6.3;43.6;53.3;3.0;42.1;26.0;20.2;11.7;4.32;5.29
011600101;Ouest;01160;2868.0;6.26;8.58;180.0;22.53;54.5;45.5;24.6;44.3;24.7;6.4;26.7;19.4;53.9;74.3;12.3;5.4;0.6;7.4;47.1;50.1;2.8;40.0;26.6;20.6;12.9;5.64;6.92
011600102;Centre;01160;2193.0;6.16;8.44;135.0;21.96;55.6;44.4;23.8;42.7;26.6;6.8;24.5;16.6;58.9;76.8;10.4;4.9;0.9;7.1;46.4;50.7;2.9;40.3;26.5;20.5;12.7;5.54;6.8
011600103;Est;01160;3086.0;6.2;8.49;191.0;22.99;53.1;46.9;23.3;42.6;27.2;6.8;32.8;20.9;46.3;71.7;12.7;5.0;0.7;9.9;47.6;49.6;2.8;39.9;26.8;20.8;12.6;5.58;6.85
011730101;Centre;01173;2689.0;5.29;7.25;142.0;22.61;57.6;42.4;25.0;44.6;23.1;7.3;42.8;20.8;36.4;77.6;11.7;4.2;0.5;6.0;47.2;50.0;2.8;39.9;26.6;20.6;13.0;4.78;5.8
011730102;Ouest;01173;3689.0;5.46;7.5;201.0;22.99;57.1;42.9;26.4;44.2;24.3;5.2;38.9;25.9;35.3;75.0;14.0;4.3;0.8;6.0;47.6;49.6;2.8;39.6;26.6;20.6;13.3;4.93;5.99
011730103;Est;01173;3181.0;5.33;7.31;170.0;21.64;57.6;42.4;24.4;45.0;24.9;5.7;29.6;23.1;47.3;81.8;7.9;4.5;1.0;4.8;46.1;51.0;2.9;40.5;26.3;20.4;12.8;4.81;5.85
011940101;Nord;01194;2834.0;4.77;6.53;135.0;22.77;54.1;45.9;24.5;31.4;31.2;12.9;57.3;20.6;22.1;75.3;9.6;5.8;2.5;6.8;47.3;49.8;2.8;39.8;26.6;20.6;12.9;4.32;5.22
011940102;Sud;01194;1483.0;4.85;6.64;72.0;22.52;57.1;42.9;21.6;30.9;35.7;11.9;50.7;20.8;28.5;77.8;8.2;6.3;2.1;5.6;47.1;50.1;2.8;40.3;26.8;20.8;12.2;4.4;5.3
012020101;Nord;01202;2449.0;4.69;6.41;115.0;22.67;57.4;42.6;24.4;35.4;27.2;13.1;50.9;23.3;25.8;77.8;9.0;4.8;2.5;6.0;47.2;49.9;2.8;39.9;26.6;20.6;12.8;4.24;5.14
012020102;Sud;01202;2540.0;4.65;6.36;118.0;23.01;54.9;45.1;22.1;35.7;29.9;12.3;56.6;21.5;21.9;75.4;9.0;5.8;2.4;7.4;47.6;49.6;2.8;40.0;26.9;20.8;12.3;4.2;5.1
012440101;L'Horloge;01244;2021.0;4.76;6.52;96.0;22.43;54.5;45.5;25.6;36.2;26.9;11.4;47.6;20.1;32.3;77.8;9.0;5.6;2.5;5.1;47.0;50.2;2.8;39.9;26.5;20.5;13.1;4.29;5.21
012440102;La Colline;01244;1621.0;4.85;6.65;79.0;23.37;52.8;47.2;25.5;36.0;27.7;10.7;54.0;22.5;23.5;75.9;10.3;4.7;2.0;7.1;48.0;49.2;2.8;39.4;26.7;20.7;13.1;4.37;5.31
012440103;L'Étang;01244;1882.0;5.0;6.84;94.0;23.23;56.4;43.6;21.5;41.7;28.4;8.4;44.6;23.6;31.8;76.2;9.0;6.7;2.1;6.1;47.8;49.4;2.8;39.9;27.0;20.9;12.1;4.51;5.47
012490101;Est;01249;1816.0;5.23;7.15;95.0;22.67;54.7;45.3;22.4;42.0;27.6;8.0;42.1;20.8;37.1;82.4;7.8;4.7;1.3;3.7;47.2;49.9;2.8;40.1;26.8;20.7;12.4;4.73;5.72
012490102;Centre;01249;2852.0;4.97;6.8;142.0;23.16;56.7;43.3;23.2;35.7;30.1;11.0;53.8;20.6;25.6;69.8;11.1;5.2;2.0;11.9;47.8;49.4;2.8;39.8;26.9;20.8;12.6;4.49;5.44
012490103;Ouest;01249;2313.0;5.13;7.01;119.0;22.16;54.4;45.6;19.8;42.7;29.1;8.3;38.6;18.5;43.0;81.8;6.8;5.3;1.4;4.7;46.7;50.5;2.9;40.7;26.8;20.8;11.7;4.64;5.61
012620101;Nord;01262;2376.0;5.08;6.96;121.0;21.86;55.8;44.2;23.5;32.7;32.9;10.9;44.0;23.2;32.8;80.1;6.0;7.1;2.4;4.4;46.3;50.8;2.9;40.4;26.5;20.5;12.6;4.62;5.54
012620102;Sud;01262;2363.0;5.36;7.37;127.0;24.44;56.4;43.6;29.4;36.6;24.6;9.4;60.0;20.8;19.2;70.5;12.6;5.0;1.4;10.5;49.1;48.2;2.7;38.5;26.8;20.7;14.0;4.88;5.84
012830102;ZUS Centre;01283;1387.0;5.94;8.16;82.0;26.84;51.3;48.7;26.5;36.0;28.5;9.0;74.9;16.6;8.6;58.2;13.5;7.5;1.2;19.5;51.5;45.9;2.6;37.7;27.6;21.3;13.4;5.29;6.61
012830103;ZUS Nord-Est;01283;1868.0;5.8;7.96;108.0;26.01;55.9;44.1;27.2;32.2;28.9;11.8;70.8;19.0;10.2;57.1;16.5;8.4;1.6;16.5;50.7;46.7;2.6;38.0;27.3;21.1;13.5;5.17;6.45
012830104;ZUS Ouest;01283;1426.0;5.97;8.17;85.0;27.27;56.8;43.2;24.7;40.3;24.7;10.3;77.7;14.9;7.4;57.3;14.4;7.8;0.8;19.8;51.8;45.6;2.6;37.7;27.8;21.5;13.0;5.32;6.64
012830201;Ville Sud;01283;1303.0;5.67;7.77;74.0;24.62;60.5;39.5;25.2;30.2;31.9;12.7;60.7;18.1;21.3;65.7;8.9;6.0;2.7;16.8;49.3;48.0;2.7;38.9;27.1;21.0;13.1;5.05;6.31
012830202;Ville Est;01283;1678.0;6.0;8.25;101.0;25.77;59.4;40.6;28.1;32.9;29.6;9.3;65.0;17.2;17.8;67.6;12.0;5.8;2.2;12.4;50.4;46.9;2.7;38.0;27.2;21.0;13.7;5.35;6.67
012830203;Nierme et Geilles;01283;1298.0;5.91;8.13;77.0;26.35;56.6;43.4;29.7;32.8;27.9;9.6;69.2;15.2;15.5;57.7;10.7;7.1;1.8;22.7;51.0;46.4;2.6;37.6;27.2;21.0;14.1;5.27;6.57
012830301;Ville Ouest;01283;1802.0;5.76;7.87;104.0;25.18;57.4;42.6;22.5;32.9;32.0;12.6;65.5;19.1;15.4;66.2;16.3;5.5;2.0;10.0;49.9;47.5;2.7;38.9;27.5;21.2;12.4;5.13;6.41
012830302;Parc Industriel Nord;01283;6.0;6.01;7.91;0.0;24.18;77.8;22.2;0.0;77.8;0.0;22.2;44.4;55.6;0.0;100.0;0.0;0.0;0.0;0.0;48.8;48.4;2.7;41.4;28.6;22.1;8.0;5.35;6.69
012830303;Ville Nord;01283;1461.0;6.18;8.48;90.0;26.07;58.7;41.3;24.5;38.7;29.1;7.6;59.7;19.3;21.0;67.3;12.2;6.8;1.5;12.1;50.7;46.6;2.6;38.3;27.5;21.3;12.9;5.51;6.87
012830304;Extérieur Est;01283;1561.0;5.91;8.08;92.0;25.0;56.8;43.2;21.3;36.9;31.1;10.6;59.2;20.9;19.9;72.8;11.1;5.2;2.0;9.0;49.7;47.6;2.7;39.1;27.5;21.3;12.2;5.27;6.57
012830305;Veyziat;01283;1086.0;5.52;7.49;60.0;22.62;56.2;43.8;14.5;34.5;35.7;15.3;46.5;20.1;33.4;81.9;5.9;4.7;1.6;5.9;47.2;50.0;2.8;41.1;27.4;21.2;10.2;4.92;6.14
012830306;Bouvent;01283;85.0;5.27;7.15;4.0;22.15;58.1;41.9;23.3;37.9;17.9;20.9;57.3;19.5;23.1;91.2;4.4;0.0;4.3;0.0;46.6;50.5;2.9;40.3;26.6;20.6;12.6;4.7;5.86
012890101;Centre;01289;1864.0;4.44;6.08;83.0;21.8;54.5;45.5;25.0;28.2;31.9;14.9;54.1;21.0;25.0;75.9;10.2;5.9;2.3;5.7;46.3;50.9;2.9;40.3;26.3;20.4;13.0;4.01;4.87
012890102;Périphérie;01289;2451.0;4.49;6.14;110.0;21.66;56.5;43.5;24.6;30.1;30.9;14.4;47.6;23.5;28.8;75.9;7.2;6.2;2.2;8.5;46.1;51.0;2.9;40.4;26.3;20.4;12.8;4.06;4.92
013540101;Ouest;01354;5076.0;6.28;8.6;319.0;23.07;56.5;43.5;23.0;48.5;24.5;4.0;32.0;21.5;46.4;75.9;9.7;5.6;0.6;8.2;47.7;49.5;2.8;39.9;26.8;20.8;12.5;5.69;6.88
013540102;Est;01354;2756.0;6.17;8.47;170.0;22.62;58.6;41.4;27.9;44.8;21.2;6.2;30.9;20.6;48.5;76.7;8.7;4.8;0.4;9.5;47.2;50.0;2.8;39.6;26.4;20.4;13.6;5.59;6.76
013540103;Centre;01354;2285.0;6.2;8.53;142.0;23.25;60.3;39.7;31.2;43.1;19.8;6.0;36.1;18.4;45.5;71.9;10.2;4.8;0.4;12.6;47.9;49.3;2.8;39.0;26.4;20.4;14.3;5.61;6.8
014270101;Ouest;01427;1600.0;5.0;6.83;80.0;22.03;54.7;45.3;20.7;38.5;30.6;10.2;48.9;20.1;31.0;74.8;8.4;7.2;2.3;7.2;46.5;50.6;2.9;40.7;26.7;20.7;11.9;4.53;5.45
014270102;Est;01427;3183.0;5.15;7.05;164.0;22.44;57.2;42.8;24.2;38.6;27.2;10.0;47.4;20.7;31.9;76.1;10.5;4.9;1.8;6.6;47.0;50.2;2.8;40.1;26.6;20.6;12.8;4.67;5.61
014510101;Nord et Ouest;01451;1287.0;4.32;5.9;56.0;21.75;58.0;42.0;20.1;34.6;32.2;13.1;44.7;22.9;32.3;78.3;5.5;5.4;2.6;8.2;46.2;50.9;2.9;40.9;26.7;20.7;11.8;3.88;4.77
014510102;Centre et Sud-Est;01451;3455.0;4.36;5.96;151.0;22.13;55.4;44.6;22.8;33.4;31.6;12.1;49.8;23.0;27.1;77.1;7.3;6.5;2.5;6.6;46.6;50.5;2.9;40.4;26.6;20.6;12.4;3.92;4.81
021680101;Centre;02168;2757.0;6.32;8.66;174.0;25.32;58.4;41.6;26.0;35.4;26.1;12.5;58.8;18.4;22.8;60.2;19.3;4.9;2.1;13.5;50.0;47.3;2.7;38.5;27.2;21.0;13.3;5.62;7.0
021680201;Chesneaux;02168;1487.0;6.37;8.71;95.0;25.16;58.6;41.4;23.8;37.3;26.9;11.9;58.0;21.5;20.4;67.7;12.2;5.0;2.0;13.1;49.8;47.5;2.7;38.7;27.3;21.1;12.8;5.67;7.05
021680301;Zone Industrielle;02168;104.0;6.41;8.73;7.0;25.14;61.4;38.6;18.7;38.8;29.5;13.1;64.9;20.8;14.3;80.8;8.8;5.1;0.8;4.5;49.8;47.5;2.7;39.3;27.7;21.5;11.5;5.7;7.09
021680401;Mare Aubry;02168;1567.0;6.39;8.74;100.0;25.29;55.1;44.9;23.8;37.2;28.1;10.8;59.3;17.7;23.0;65.6;15.0;5.8;1.7;11.8;50.0;47.4;2.7;38.7;27.4;21.2;12.8;5.69;7.07
021680501;Vaucrises;02168;1268.0;6.6;9.08;84.0;28.05;51.4;48.6;30.1;37.4;23.7;8.8;78.1;13.7;8.2;43.6;32.0;8.1;1.1;15.1;52.5;44.9;2.5;36.9;27.6;21.3;14.2;5.87;7.31
021680601;Gerbrois-Saint-Martin-Le Buisson-Vincelles;02168;1194.0;5.81;7.9;69.0;23.18;53.8;46.2;19.1;34.4;30.3;16.2;54.9;19.3;25.8;69.5;10.3;5.5;3.2;11.5;47.8;49.4;2.8;40.2;27.2;21.0;11.5;5.17;6.43
021680701;Blanchard;02168;1795.0;6.07;8.33;109.0;24.98;49.9;50.1;28.6;31.3;27.0;13.1;66.3;16.2;17.6;53.4;22.4;10.0;1.6;12.6;49.7;47.6;2.7;38.4;27.0;20.9;13.8;5.4;6.72
021730101;Nord-Ouest;02173;2898.0;6.12;8.38;177.0;25.5;54.5;45.5;26.4;32.0;28.3;13.3;66.5;19.2;14.3;52.1;23.7;7.4;2.4;14.5;50.2;47.2;2.7;38.3;27.3;21.1;13.3;5.45;6.75
021730201;Sud-Ouest;02173;3074.0;6.28;8.64;193.0;24.99;56.9;43.1;30.1;29.6;28.8;11.5;59.4;23.4;17.2;59.7;17.9;8.8;2.5;11.1;49.7;47.6;2.7;38.2;26.9;20.8;14.1;5.59;6.93
021730301;Nord-Est;02173;1932.0;6.16;8.44;119.0;24.02;55.1;44.9;26.2;30.2;30.3;13.4;52.4;26.9;20.8;67.8;13.9;6.6;2.4;9.4;48.7;48.6;2.7;39.1;26.9;20.8;13.3;5.48;6.8
023400101;Nord;02340;1406.0;5.43;7.42;76.0;24.06;56.8;43.2;22.7;32.8;30.9;13.5;64.8;19.8;15.3;70.3;11.3;6.2;2.9;9.2;48.7;48.5;2.7;39.4;27.1;21.0;12.5;4.88;5.96
023400201;Centre;02340;1388.0;5.35;7.33;74.0;24.15;53.4;46.6;23.8;28.6;34.0;13.6;64.7;19.2;16.2;61.8;15.8;6.7;2.6;13.1;48.8;48.4;2.7;39.2;27.1;21.0;12.7;4.8;5.87
023400301;Sud;02340;849.0;5.0;6.81;42.0;23.14;52.7;47.3;20.3;26.1;34.7;18.8;69.5;17.7;12.7;66.4;14.3;5.8;2.7;10.8;47.7;49.5;2.8;40.1;27.1;21.0;11.9;4.49;5.49
023810101;Centre Ville;02381;2020.0;6.22;8.53;126.0;26.02;54.4;45.6;29.0;30.5;26.3;14.2;68.9;17.5;13.6;50.8;21.1;6.6;2.5;19.0;50.7;46.7;2.6;37.9;27.2;21.0;13.9;5.48;6.89
023810201;Champ Roland;02381;1762.0;6.42;8.83;113.0;26.47;54.6;45.4;30.8;30.5;26.4;12.3;65.5;20.2;14.2;50.7;19.3;6.6;2.0;21.4;51.1;46.3;2.6;37.5;27.2;21.0;14.3;5.66;7.11
023810301;Europe Futaie;02381;1062.0;6.24;8.55;66.0;25.43;58.6;41.4;26.7;29.7;28.7;14.9;61.4;24.6;14.0;59.7;12.9;4.9;2.4;20.0;50.1;47.2;2.7;38.3;27.2;21.0;13.4;5.5;6.91
023810401;Champs Élysées;02381;911.0;6.39;8.79;58.0;26.59;56.6;43.4;29.6;29.7;28.3;12.4;69.1;19.5;11.4;51.7;18.7;6.4;2.2;21.0;51.2;46.2;2.6;37.5;27.3;21.1;14.1;5.63;7.08
024080101;Saint-Exupéry-Moulin Roux;02408;1489.0;6.37;8.75;95.0;27.52;55.3;44.7;30.4;31.4;25.9;12.3;76.7;17.6;5.7;38.2;30.4;5.4;1.9;24.2;52.1;45.4;2.6;37.1;27.5;21.2;14.2;5.66;7.06
024080102;Centre Social;02408;784.0;6.75;9.33;53.0;29.05;56.0;44.0;34.4;34.8;23.6;7.3;81.9;12.1;6.0;29.7;33.6;11.4;1.3;24.0;53.4;44.1;2.5;36.1;27.6;21.3;15.0;6.0;7.48
024080103;La Fontaine;02408;665.0;6.63;9.18;44.0;27.5;56.2;43.8;35.6;29.8;25.5;9.1;71.8;17.1;11.1;44.9;25.1;6.5;1.5;21.9;52.1;45.4;2.6;36.7;27.2;21.0;15.2;5.89;7.35
024080201;Cité du Nord;02408;2528.0;6.55;9.0;166.0;27.45;64.0;36.0;28.5;34.0;27.1;10.4;72.9;16.2;10.9;50.7;13.5;5.0;1.9;28.9;52.0;45.4;2.6;37.3;27.6;21.3;13.8;5.82;7.26
024080301;Gare Saint-Marcel;02408;1309.0;6.25;8.54;82.0;24.47;54.4;45.6;23.7;34.8;29.4;12.2;55.1;18.1;26.8;62.2;17.4;5.7;2.2;12.5;49.1;48.1;2.7;39.1;27.2;21.0;12.7;5.56;6.92
024080401;Individuels;02408;779.0;5.47;7.44;43.0;21.87;53.1;46.9;19.3;26.8;33.8;20.1;56.1;19.2;24.7;69.0;10.3;7.5;4.1;9.0;46.3;50.8;2.9;40.9;26.8;20.8;11.5;4.86;6.06
024080402;Prévert-Maraîchers;02408;1393.0;6.29;8.61;88.0;25.57;56.0;44.0;26.3;33.6;26.3;13.8;64.3;23.2;12.5;55.1;25.0;5.3;2.5;12.0;50.2;47.1;2.7;38.3;27.3;21.1;13.3;5.59;6.97
024080501;Plateau;02408;2487.0;6.78;9.42;169.0;24.2;52.3;47.7;40.2;33.2;20.4;6.1;38.2;22.0;39.8;59.5;15.0;14.0;1.0;10.5;48.9;48.4;2.7;37.8;26.1;20.2;15.9;6.03;7.51
024080601;Vaux;02408;1456.0;6.4;8.79;93.0;24.49;58.0;42.0;28.2;31.5;29.2;11.1;53.3;22.6;24.0;66.0;13.0;7.2;2.3;11.4;49.2;48.1;2.7;38.6;26.9;20.8;13.7;5.69;7.09
024080701;Zone Industrielle;02408;193.0;8.13;11.49;16.0;33.23;82.1;17.9;58.4;26.2;13.6;1.7;87.5;4.5;8.0;46.6;16.5;2.4;0.2;34.3;56.8;40.9;2.3;33.1;27.2;20.9;18.9;7.23;9.01
024080801;Montreuil-La Neuville-Marquette;02408;2170.0;6.15;8.4;134.0;24.93;54.0;46.0;24.2;35.8;25.7;14.3;62.0;21.0;17.0;56.8;22.0;6.1;2.9;12.3;49.6;47.7;2.7;38.8;27.3;21.1;12.8;5.47;6.81
024080901;Ardon-Leuilly-Semilly;02408;1458.0;5.99;8.18;87.0;23.2;55.9;44.1;23.4;31.2;30.4;15.0;49.3;21.4;29.3;66.0;12.9;5.7;3.2;12.2;47.8;49.4;2.8;39.8;26.9;20.8;12.6;5.32;6.64
026910101;Centre Ville 1;02691;1473.0;6.55;9.02;96.0;24.03;57.5;42.5;31.0;33.8;26.1;9.1;39.9;19.3;40.8;64.5;16.0;9.7;1.1;8.7;48.7;48.6;2.7;38.6;26.6;20.6;14.3;5.82;7.22
026910102;Centre Ville 2;02691;1335.0;6.25;8.63;83.0;22.93;56.2;43.8;35.9;29.3;23.9;10.9;38.9;20.1;41.0;62.4;13.9;13.4;1.4;8.9;47.5;49.7;2.8;38.7;26.0;20.1;15.1;5.55;6.89
026910103;Centre Ville 3;02691;1300.0;6.67;9.27;87.0;24.52;61.1;38.9;41.5;29.4;20.1;9.0;45.8;18.0;36.3;65.9;13.9;10.2;1.0;9.1;49.2;48.1;2.7;37.5;26.1;20.2;16.2;5.92;7.35
026910104;Centre Ville 4;02691;1617.0;6.73;9.34;109.0;24.99;58.8;41.2;39.7;28.7;23.0;8.6;45.5;23.9;30.6;61.5;20.1;8.2;1.4;8.7;49.7;47.6;2.7;37.4;26.3;20.4;15.9;5.98;7.42
