code_iris;nom_iris;code_commune;population_18_75;taux_vapotage_quotidien_pct;taux_vapotage_actuel_pct;nb_vapoteurs_quotidiens_estimes;taux_tabagisme_quotidien_pct;vapoteurs_pct_hommes;vapoteurs_pct_femmes;vapoteurs_pct_age_18_29;vapoteurs_pct_age_30_44;vapoteurs_pct_age_45_59;vapoteurs_pct_age_60_74;vapoteurs_pct_dipl_inf_bac;vapoteurs_pct_dipl_bac;vapoteurs_pct_dipl_sup_bac;vapoteurs_pct_actif_occ;vapoteurs_pct_chomeur;vapoteurs_pct_etudiant;vapoteurs_pct_retraite;vapoteurs_pct_autre_inactif;vapoteurs_pct_fumeurs_double_usage;vapoteurs_pct_ex_fumeurs;vapoteurs_pct_jamais_fumeurs;vapoteurs_pct_motif_sevrage;vapoteurs_pct_motif_reduction_sante;vapoteurs_pct_motif_economique;vapoteurs_pct_motif_recreatif;taux_p05;taux_p95
332430106;Charrauds-le Pentey;33243;1627.0;7.4;10.1;120.0;24.11;50.9;49.1;21.6;35.3;29.4;13.7;53.2;21.9;24.9;77.4;7.5;3.4;1.9;9.8;48.8;48.5;2.7;39.5;27.2;21.1;12.2;6.68;8.1
332430107;Avenue Foch-la Ganne;33243;2170.0;7.62;10.46;165.0;24.69;53.2;46.8;24.2;32.1;33.5;10.3;52.4;18.1;29.6;67.4;14.8;6.2;2.3;9.4;49.4;47.9;2.7;38.9;27.2;21.0;12.8;6.88;8.34
332430108;Lamberte-Hôpital;33243;1828.0;7.29;9.92;133.0;24.11;55.5;44.5;20.2;36.4;27.8;15.5;56.9;18.7;24.4;72.1;13.0;6.1;1.8;7.1;48.8;48.5;2.7;39.6;27.3;21.2;11.9;6.58;7.98
332430109;La Plante;33243;1980.0;7.4;10.13;146.0;25.1;49.2;50.8;24.2;32.4;31.0;12.4;60.0;18.5;21.5;59.6;19.4;5.9;2.3;12.9;49.8;47.5;2.7;38.7;27.3;21.1;12.9;6.68;8.1
332490101;Cité Carriet 1;33249;1528.0;8.86;12.22;135.0;29.32;55.7;44.3;28.1;34.0;31.8;6.1;72.1;16.9;11.0;58.9;18.7;4.7;1.5;16.3;53.7;43.9;2.5;36.6;28.0;21.6;13.8;7.95;9.83
332490102;Cité Carriet 2-La Croix Rouge;33249;1593.0;9.09;12.53;145.0;28.13;54.0;46.0;32.0;40.7;21.2;6.2;52.2;26.5;21.3;62.5;17.3;5.9;1.0;13.3;52.6;44.8;2.5;36.7;27.5;21.2;14.6;8.15;10.09
332490103;Le Bourg-Le Vieux Bourg;33249;2066.0;8.26;11.34;171.0;25.09;52.4;47.6;26.1;33.4;30.5;10.0;47.1;18.1;34.9;74.5;7.8;6.7;1.0;10.0;49.8;47.5;2.7;38.6;27.2;21.0;13.3;7.41;9.17
332490104;Génicart 3;33249;1573.0;8.72;11.98;137.0;27.87;53.0;47.0;27.1;38.3;27.1;7.4;60.8;24.1;15.0;61.5;18.3;7.1;1.5;11.7;52.4;45.1;2.5;37.2;27.8;21.4;13.6;7.82;9.68
332490105;Génicart 2;33249;887.0;8.37;11.48;74.0;27.19;53.8;46.2;27.9;38.9;23.1;10.1;65.3;15.5;19.3;65.0;17.4;4.5;2.2;10.9;51.8;45.6;2.6;37.4;27.6;21.3;13.7;7.51;9.29
332490106;Résidences des Hauts de Lormont;33249;1450.0;7.9;10.83;114.0;24.23;55.8;44.2;25.4;26.2;34.7;13.7;46.3;24.8;28.9;73.5;10.2;6.5;2.0;7.8;48.9;48.4;2.7;39.0;27.0;20.9;13.1;7.09;8.77
332490107;Génicart 1;33249;2122.0;8.85;12.15;188.0;28.87;53.1;46.9;26.5;41.4;25.0;7.1;63.0;24.6;12.4;56.4;20.1;5.6;1.5;16.3;53.3;44.2;2.5;36.9;28.0;21.6;13.5;7.94;9.82
332490108;Lissandre;33249;1817.0;8.92;12.23;162.0;27.47;58.7;41.3;26.6;43.3;22.3;7.8;53.3;21.2;25.5;68.9;15.9;5.5;1.1;8.6;52.0;45.4;2.6;37.4;27.7;21.4;13.5;8.0;9.9
332490109;ZUP;33249;1426.0;8.18;11.25;117.0;27.54;51.5;48.5;30.3;33.6;25.0;11.1;66.9;20.7;12.5;49.8;24.7;6.2;2.6;16.6;52.1;45.3;2.6;37.1;27.5;21.2;14.2;7.34;9.08
332490110;Z.I. Quatre Pavillons-La Gardette;33249;2525.0;9.49;13.11;240.0;27.84;54.2;45.8;35.0;43.0;17.8;4.2;44.5;26.2;29.3;72.9;13.1;4.5;0.7;8.8;52.4;45.1;2.6;36.6;27.3;21.0;15.1;8.51;10.53
332730101;Nord;33273;2690.0;5.76;7.88;155.0;21.1;61.7;38.3;25.2;30.0;29.9;14.8;30.9;27.3;41.8;82.4;4.8;6.9;2.3;3.6;45.4;51.6;2.9;40.7;26.1;20.3;13.0;5.15;6.46
332730102;Sud;33273;2999.0;6.31;8.65;189.0;23.1;56.3;43.7;24.1;39.5;28.4;8.0;34.5;24.7;40.9;80.4;6.5;5.5;1.5;6.0;47.7;49.5;2.8;39.7;26.8;20.7;12.8;5.64;7.08
332810101;Centre Ville 1;33281;1873.0;7.01;9.65;131.0;22.6;52.7;47.3;33.8;32.7;21.0;12.5;36.6;20.5;42.9;78.7;10.9;4.8;0.9;4.6;47.2;50.0;2.8;39.1;26.0;20.2;14.8;6.37;7.62
332810102;Centre Ville 2;33281;1119.0;6.83;9.3;76.0;22.93;55.5;44.5;19.4;35.5;32.1;13.0;37.8;19.4;42.8;64.6;17.3;8.4;1.0;8.7;47.5;49.7;2.8;40.3;27.1;21.0;11.6;6.2;7.42
332810103;Centre Ville 3;33281;1804.0;7.38;10.13;133.0;25.32;52.8;47.2;25.7;39.1;27.4;7.8;50.7;22.8;26.5;64.3;16.7;7.3;1.2;10.4;50.0;47.3;2.7;38.5;27.3;21.1;13.2;6.7;8.02
332810104;Centre Ville 4;33281;1812.0;7.12;9.77;129.0;22.15;52.1;47.9;29.1;38.7;21.4;10.8;27.2;24.6;48.1;80.8;8.2;6.6;1.4;3.0;46.6;50.5;2.9;39.7;26.2;20.3;13.8;6.47;7.74
332810201;Capeyron 1;33281;2714.0;7.44;10.19;202.0;24.19;54.0;46.0;26.4;41.7;23.0;8.9;39.4;27.4;33.2;75.3;13.1;5.7;1.3;4.6;48.9;48.4;2.7;39.0;26.9;20.8;13.3;6.76;8.08
332810202;Capeyron 2;33281;2610.0;7.59;10.45;198.0;23.84;52.8;47.2;29.9;41.3;22.3;6.5;33.6;21.7;44.7;80.6;8.1;4.7;1.2;5.3;48.5;48.8;2.8;38.8;26.6;20.6;14.0;6.89;8.25
332810203;Capeyron 3;33281;2108.0;6.96;9.5;147.0;22.26;54.9;45.1;21.2;40.0;27.2;11.6;32.4;20.8;46.8;80.5;8.2;5.9;2.0;3.4;46.8;50.4;2.8;40.5;26.7;20.7;12.1;6.32;7.56
332810301;Arlac 1;33281;2104.0;7.25;9.95;153.0;22.84;54.9;45.1;26.0;37.5;27.7;8.8;32.3;23.6;44.0;80.6;7.2;6.9;1.5;3.8;47.4;49.8;2.8;39.7;26.6;20.6;13.2;6.58;7.88
332810302;Arlac 2;33281;4315.0;7.5;10.43;324.0;22.6;55.5;44.5;41.3;32.6;20.0;6.0;26.6;19.7;53.8;75.3;8.1;12.7;1.0;2.8;47.2;50.0;2.8;38.5;25.6;19.9;16.1;6.81;8.15
332810401;Chemin Long et Garies;33281;3114.0;6.82;9.34;212.0;22.22;55.5;44.5;28.8;34.6;22.8;13.8;37.6;23.5;38.9;79.8;8.0;5.4;2.8;4.1;46.7;50.4;2.9;39.7;26.2;20.3;13.8;6.19;7.41
332810402;Zone Commerciale Chemin Long;33281;999.0;7.41;10.23;74.0;24.48;52.9;47.1;34.7;37.0;20.7;7.6;41.2;23.4;35.3;69.0;10.2;5.3;2.1;13.4;49.2;48.1;2.7;38.1;26.5;20.5;15.0;6.73;8.05
332810501;Le Jard;33281;1724.0;7.02;9.57;121.0;23.35;51.3;48.7;18.9;40.4;30.5;10.1;39.3;23.4;37.4;71.9;11.6;6.5;1.8;8.2;48.0;49.2;2.8;40.2;27.2;21.1;11.5;6.37;7.63
332810502;Bourran;33281;1843.0;7.33;10.01;135.0;23.95;53.0;47.0;22.1;43.2;25.7;9.0;39.3;23.4;37.3;77.5;10.0;4.5;1.3;6.6;48.6;48.6;2.8;39.5;27.2;21.0;12.3;6.66;7.96
332810601;Piquey;33281;2973.0;7.42;10.19;221.0;24.04;55.1;44.9;26.8;39.6;25.5;8.1;38.7;21.4;39.9;75.3;11.5;5.7;1.2;6.3;48.7;48.6;2.7;39.0;26.8;20.8;13.4;6.74;8.06
332810701;Eyquems;33281;2506.0;7.35;10.12;184.0;23.09;56.6;43.4;31.3;36.8;23.4;8.5;32.2;21.6;46.2;76.7;9.4;7.8;1.4;4.8;47.7;49.5;2.8;39.0;26.3;20.4;14.3;6.67;7.99
332810801;Les Pins;33281;2339.0;7.57;10.4;177.0;25.2;53.4;46.6;27.7;41.2;24.2;6.9;48.6;21.9;29.5;72.5;12.7;7.3;0.8;6.7;49.9;47.4;2.7;38.3;27.1;20.9;13.6;6.87;8.22
332810901;La Forêt;33281;2360.0;7.11;9.75;168.0;22.61;54.4;45.6;26.1;36.0;27.3;10.6;32.4;25.7;41.9;78.8;8.7;6.8;1.7;4.0;47.2;50.0;2.8;39.8;26.5;20.5;13.2;6.46;7.72
332811002;Labatut 1;33281;1904.0;6.92;9.43;132.0;22.93;52.2;47.8;18.4;38.1;32.2;11.3;37.6;21.3;41.2;72.3;12.4;6.8;1.5;7.0;47.5;49.7;2.8;40.5;27.2;21.0;11.3;6.28;7.52
332811003;Labatut 2;33281;1444.0;7.57;10.37;109.0;23.64;56.6;43.4;24.5;42.8;25.0;7.7;31.9;23.8;44.3;82.9;8.1;4.9;0.6;3.5;48.3;49.0;2.8;39.4;26.9;20.8;12.9;6.87;8.22
332811101;La Glacière;33281;3171.0;7.3;10.0;231.0;22.7;55.2;44.8;22.2;37.9;31.8;8.1;28.0;22.4;49.6;79.7;7.9;7.4;1.0;3.9;47.3;49.9;2.8;40.1;26.8;20.8;12.3;6.63;7.93
332811201;Bourdillot;33281;3424.0;7.31;10.1;250.0;22.36;56.2;43.8;33.1;33.9;25.6;7.4;26.6;18.6;54.8;76.6;7.9;10.3;1.3;3.9;46.9;50.3;2.8;39.2;26.0;20.1;14.6;6.64;7.94
332811301;Le Burck;33281;1341.0;7.79;10.76;104.0;25.53;57.3;42.7;34.6;38.4;21.1;5.9;45.3;21.5;33.2;69.3;13.1;7.9;0.6;9.1;50.2;47.1;2.7;37.6;26.7;20.7;15.0;7.07;8.46
332811401;Beutre;33281;3324.0;7.03;9.62;234.0;23.59;54.8;45.2;23.5;35.4;30.2;11.0;45.7;21.8;32.6;74.8;10.2;6.1;1.9;7.0;48.2;49.0;2.8;39.5;27.0;20.9;12.6;6.38;7.64
332811501;Marchegay;33281;270.0;7.45;10.27;20.0;28.25;56.9;43.1;31.3;37.0;23.8;7.9;77.7;12.4;9.8;54.6;12.6;5.0;0.5;27.3;52.7;44.7;2.5;36.7;27.6;21.3;14.4;6.77;8.09
332811502;Zone Aéroportuaire;33281;262.0;8.98;12.52;24.0;25.62;76.6;23.4;39.2;30.7;27.9;2.3;21.2;45.8;33.0;91.7;3.0;2.5;0.0;2.7;50.3;47.1;2.7;37.2;26.5;20.5;15.8;8.15;9.76
332811503;Beaudésert;33281;1177.0;7.86;10.81;93.0;27.17;55.4;44.6;29.0;46.3;19.1;5.6;57.0;24.0;19.0;67.0;11.9;5.6;1.0;14.5;51.8;45.7;2.6;37.4;27.5;21.2;13.9;7.14;8.54
332811504;Z.I. du Phare;33281;94.0;8.3;11.72;8.0;27.38;70.2;29.8;61.4;27.1;7.3;4.2;48.7;9.9;41.4;54.1;19.3;5.7;0.0;20.9;51.9;45.5;2.6;35.0;25.9;20.0;19.1;7.54;9.02
332840101;Lacanau;33284;1669.0;6.44;8.77;107.0;23.22;56.8;43.2;15.8;43.2;33.2;7.8;35.3;25.0;39.7;84.3;4.5;6.5;1.3;3.4;47.8;49.4;2.8;40.7;27.5;21.3;10.6;5.74;7.15
332840102;Matalin-Surgenne;33284;1425.0;6.15;8.36;88.0;23.31;56.0;44.0;16.0;39.0;34.0;11.1;44.9;24.5;30.6;80.8;6.9;5.1;1.9;5.3;47.9;49.3;2.8;40.6;27.5;21.3;10.7;5.48;6.83
332840103;Terres Vives;33284;1201.0;6.69;9.11;80.0;24.38;53.7;46.3;18.1;52.6;22.4;7.0;37.6;28.4;33.9;82.6;6.9;4.8;1.2;4.6;49.0;48.2;2.7;39.8;27.6;21.3;11.3;5.96;7.43
332840104;Centre-Eyre;33284;1883.0;6.35;8.67;120.0;23.7;56.5;43.5;19.4;39.2;32.3;9.1;43.9;25.3;30.8;81.5;6.7;5.9;1.4;4.6;48.3;48.9;2.8;40.0;27.3;21.1;11.6;5.66;7.05
332840105;Cassadotte-Masquet;33284;1952.0;6.5;8.86;127.0;24.22;55.2;44.8;18.5;45.8;27.5;8.2;44.2;26.0;29.8;81.6;7.5;5.6;1.4;4.0;48.9;48.4;2.7;39.8;27.5;21.3;11.4;5.79;7.22
333120101;Ouest;33312;2934.0;6.95;9.52;204.0;24.29;54.1;45.9;24.8;39.8;27.3;8.1;41.5;26.0;32.5;77.9;8.9;5.3;1.6;6.3;49.0;48.3;2.7;39.1;27.0;20.9;13.0;6.31;7.59
333120102;Centre;33312;2256.0;6.86;9.38;155.0;23.95;55.2;44.8;22.2;42.5;25.7;9.5;40.5;26.9;32.6;81.6;6.6;4.6;1.8;5.5;48.6;48.6;2.8;39.5;27.1;21.0;12.4;6.22;7.5
333120103;Est;33312;2128.0;6.5;8.86;138.0;23.16;54.5;45.5;21.1;37.3;28.7;13.0;43.6;25.4;31.0;81.4;6.9;4.7;1.8;5.2;47.8;49.4;2.8;40.0;27.0;20.9;12.0;5.9;7.1
333140101;Sud;33314;1566.0;7.45;10.18;117.0;26.06;55.3;44.7;22.6;29.9;32.7;14.7;71.3;15.8;12.9;62.7;16.4;6.2;2.5;12.2;50.7;46.6;2.6;38.5;27.7;21.4;12.5;6.68;8.25
333140102;Nord;33314;1898.0;7.81;10.67;148.0;27.21;56.1;43.9;22.5;36.5;29.0;11.9;71.3;16.5;12.1;60.3;16.8;6.3;2.4;14.3;51.8;45.6;2.6;38.0;28.0;21.6;12.5;7.0;8.65
333180102;3 m;33318;1564.0;6.99;9.57;109.0;23.2;54.0;46.0;23.6;34.7;31.0;10.7;50.4;19.8;29.8;72.4;11.6;8.5;2.0;5.5;47.8;49.4;2.8;39.7;26.8;20.8;12.7;6.32;7.63
333180103;Madran;33318;2078.0;6.99;9.54;145.0;21.92;54.8;45.2;20.7;39.5;29.9;9.9;37.7;16.9;45.4;82.6;2.5;8.8;2.2;3.8;46.4;50.7;2.9;40.7;26.7;20.7;11.9;6.32;7.63
333180104;Noès;33318;1968.0;7.13;9.83;140.0;21.54;56.5;43.5;32.4;35.9;22.5;9.2;28.7;18.0;53.3;78.0;5.1;11.0;2.1;3.7;46.0;51.1;2.9;39.7;25.8;20.0;14.5;6.44;7.78
333180105;Bellegrave;33318;1605.0;7.43;10.3;119.0;22.45;54.3;45.7;36.9;30.0;25.9;7.1;32.9;19.8;47.2;78.1;8.4;10.1;0.6;2.7;47.0;50.2;2.8;38.9;25.8;20.0;15.3;6.71;8.11
333180106;Le Bourg;33318;3247.0;7.22;9.96;234.0;22.21;52.6;47.4;31.6;33.2;27.1;8.1;31.9;17.9;50.3;73.9;9.8;9.8;0.9;5.7;46.7;50.4;2.9;39.5;26.0;20.2;14.3;6.52;7.88
333180107;Les Échoppes;33318;1832.0;7.16;9.82;131.0;21.69;57.9;42.1;27.0;38.6;24.8;9.6;28.6;17.8;53.6;78.3;6.3;11.0;1.0;3.4;46.1;51.0;2.9;40.2;26.2;20.3;13.4;6.47;7.81
333180108;Le Monteil;33318;2432.0;7.05;9.72;171.0;22.0;52.9;47.1;31.7;30.6;28.0;9.6;34.2;19.0;46.8;74.9;8.7;8.3;1.8;6.3;46.5;50.7;2.9;39.6;26.0;20.1;14.4;6.37;7.69
333180109;L'Alouette;33318;2133.0;7.24;9.97;155.0;22.45;56.7;43.3;29.9;33.9;27.0;9.2;35.3;20.9;43.8;77.9;8.3;8.5;1.3;4.1;47.0;50.2;2.8;39.5;26.2;20.3;14.0;6.54;7.9
333180110;France;33318;2745.0;6.99;9.58;192.0;21.85;53.9;46.1;24.2;33.0;32.6;10.2;33.3;22.6;44.2;74.6;10.2;9.6;2.0;3.5;46.3;50.8;2.9;40.4;26.4;20.5;12.8;6.32;7.63
333180111;Cap de Bos;33318;2059.0;6.01;8.14;124.0;19.87;55.2;44.8;17.7;31.5;29.2;21.7;35.6;18.0;46.4;75.0;8.2;7.4;3.2;6.2;44.0;53.0;3.0;42.2;26.3;20.4;11.1;5.43;6.56
333180112;Cazalet;33318;2525.0;7.21;9.9;182.0;23.33;54.3;45.7;24.5;35.1;32.1;8.3;43.7;18.1;38.2;70.3;11.5;9.8;1.3;7.2;47.9;49.3;2.8;39.6;26.8;20.8;12.9;6.51;7.87
333180113;Camponac;33318;1992.0;7.28;10.1;145.0;22.88;49.1;50.9;38.9;30.2;23.8;7.1;40.4;22.2;37.4;67.6;12.6;14.3;1.1;4.4;47.5;49.7;2.8;38.5;25.8;20.0;15.7;6.58;7.94
333180115;Sardine;33318;2977.0;7.01;9.71;209.0;21.38;54.7;45.3;37.3;28.5;24.9;9.3;28.9;20.2;50.9;67.5;9.0;16.4;1.4;5.7;45.8;51.3;2.9;39.4;25.5;19.8;15.4;6.33;7.65
333180116;Candau;33318;2312.0;7.24;10.04;167.0;21.8;57.5;42.5;37.5;29.8;25.0;7.8;29.4;20.9;49.7;70.3;8.7;16.3;1.2;3.5;46.3;50.9;2.9;39.2;25.6;19.8;15.4;6.54;7.9
333180117;Fac Sciences-Droit;33318;2649.0;7.66;10.93;203.0;21.72;56.0;44.0;73.2;17.3;6.9;2.6;23.8;23.9;52.3;46.8;12.2;37.3;0.4;3.2;46.2;51.0;2.9;37.0;24.1;18.7;20.3;6.92;8.36
333180118;Fac Lettres;33318;1964.0;7.63;11.09;150.0;22.57;52.1;47.9;93.7;5.4;0.6;0.2;42.6;15.5;42.0;27.3;18.2;52.2;0.0;2.3;47.1;50.0;2.8;36.0;24.0;18.6;21.5;6.89;8.32
333180119;Châtaigneraie;33318;2060.0;7.56;10.44;156.0;24.95;55.0;45.0;33.5;36.7;23.1;6.7;51.6;22.5;25.9;61.8;16.1;12.5;0.5;9.1;49.6;47.7;2.7;37.9;26.7;20.6;14.8;6.83;8.25
333180120;Parc Industriel;33318;444.0;7.58;10.49;34.0;26.28;64.0;36.0;35.2;30.3;27.1;7.4;60.4;12.3;27.3;60.0;10.4;4.1;0.4;25.0;50.9;46.5;2.6;37.2;26.9;20.8;15.1;6.85;8.27
333180121;Saige Sud;33318;1356.0;7.0;9.66;95.0;22.35;53.4;46.6;35.2;30.9;22.5;11.4;43.5;15.4;41.1;77.3;7.9;8.4;1.2;5.2;46.9;50.3;2.8;39.1;25.9;20.0;15.0;6.32;7.64
333180122;Saige Nord;33318;1935.0;7.76;10.74;150.0;25.72;55.9;44.1;38.1;38.2;17.5;6.2;48.9;24.5;26.6;53.7;21.1;10.9;0.8;13.5;50.4;47.0;2.7;37.2;26.6;20.5;15.6;7.01;8.47
333180123;Toctoucau;33318;2041.0;6.49;8.86;133.0;20.33;54.6;45.4;18.5;29.4;37.8;14.3;28.9;18.7;52.5;78.9;6.9;7.7;2.7;3.7;44.5;52.5;3.0;41.9;26.4;20.5;11.3;5.86;7.08
333180124;Magonty;33318;3037.0;7.02;9.6;213.0;21.5;54.4;45.6;21.6;37.9;30.2;10.4;28.6;21.0;50.3;79.7;7.3;8.8;1.8;2.4;45.9;51.2;2.9;40.8;26.5;20.6;12.1;6.34;7.66
333220101;Poujeau-Feydieu;33322;2503.0;5.85;7.96;146.0;22.23;54.3;45.7;18.4;40.9;28.2;12.6;39.7;23.6;36.7;79.5;6.5;6.3;2.4;5.3;46.7;50.4;2.9;40.8;27.0;20.9;11.3;5.22;6.56
333220102;Centre et Ouest;33322;2519.0;5.85;7.94;147.0;22.11;56.2;43.8;17.1;40.3;29.6;13.1;38.5;24.2;37.3;81.0;5.6;6.2;2.1;5.1;46.6;50.5;2.9;41.1;27.0;21.0;10.9;5.22;6.56
333660101;Nord-Ouest;33366;3035.0;7.21;9.87;219.0;25.24;57.5;42.5;25.5;37.4;26.7;10.3;51.7;23.1;25.2;73.2;12.4;4.8;1.8;7.8;49.9;47.4;2.7;38.5;27.2;21.1;13.1;6.56;7.86
333660102;Sud;33366;2888.0;7.07;9.69;204.0;24.48;53.7;46.3;23.8;35.3;31.1;9.8;48.8;22.6;28.6;75.3;9.5;6.5;1.9;6.8;49.1;48.1;2.7;39.1;27.2;21.0;12.7;6.43;7.71
333660103;Nord-Est;33366;2916.0;7.29;9.97;213.0;25.02;56.6;43.4;22.7;40.9;27.6;8.8;49.5;23.3;27.1;78.1;7.4;7.0;1.5;6.0;49.7;47.6;2.7;38.9;27.4;21.2;12.5;6.63;7.95
334220101;Boulac;33422;3141.0;6.41;8.78;201.0;21.94;57.0;43.0;22.2;34.9;33.9;9.0;37.2;22.1;40.7;79.2;6.2;7.7;1.9;5.0;46.4;50.7;2.9;40.5;26.6;20.6;12.3;5.77;7.07
334220102;Le Las;33422;3859.0;6.63;9.07;256.0;22.55;55.0;45.0;21.5;40.7;30.0;7.8;35.9;27.3;36.8;79.3;7.9;6.6;2.0;4.2;47.1;50.1;2.8;40.3;26.8;20.8;12.1;5.97;7.31
334330101;La Terrasse;33433;2569.0;6.83;9.34;176.0;23.82;54.6;45.4;22.0;38.3;29.5;10.2;44.5;25.1;30.4;78.3;8.3;5.9;1.8;5.7;48.5;48.8;2.8;39.6;27.1;21.0;12.3;6.2;7.47
334330102;La Plaine;33433;2187.0;6.69;9.11;146.0;24.08;54.5;45.5;20.0;39.7;29.0;11.4;53.0;22.3;24.8;76.9;7.5;6.6;2.1;6.9;48.7;48.5;2.7;39.7;27.4;21.2;11.8;6.07;7.32
334330103;Le Plateau;33433;2218.0;6.59;8.97;146.0;23.12;54.9;45.1;18.0;37.1;32.8;12.0;45.2;22.5;32.3;79.7;7.1;6.8;2.0;4.5;47.7;49.5;2.8;40.4;27.3;21.1;11.2;5.98;7.21
334490101;Zone Route du Porge;33449;145.0;5.9;7.96;9.0;21.59;57.9;42.1;13.3;45.1;25.0;16.6;40.1;19.2;40.7;85.6;3.1;4.4;1.9;5.0;46.0;51.1;2.9;41.9;27.2;21.1;9.8;5.29;6.53
334490102;Caupian-Sans Souci;33449;1951.0;6.01;8.18;117.0;21.64;56.9;43.1;19.9;37.5;29.5;13.1;37.0;23.4;39.6;76.1;8.8;8.8;2.6;3.8;46.1;51.0;2.9;41.0;26.7;20.7;11.7;5.38;6.65
334490103;Hastignan;33449;1697.0;6.01;8.22;102.0;22.02;54.9;45.1;23.3;32.6;31.9;12.1;45.0;21.7;33.3;79.0;6.6;7.3;3.0;4.1;46.5;50.6;2.9;40.4;26.5;20.6;12.6;5.38;6.65
334490104;Hastignan-Picot;33449;2676.0;5.82;7.93;156.0;21.07;53.2;46.8;20.4;33.3;32.2;14.0;38.0;20.7;41.3;78.1;6.0;9.1;2.5;4.4;45.4;51.7;2.9;41.2;26.4;20.5;11.8;5.21;6.44
334490105;Centre Ville 1;33449;1776.0;5.7;7.75;101.0;20.75;55.8;44.2;17.1;34.6;33.2;15.1;35.9;18.3;45.9;77.1;5.0;8.2;3.1;6.6;45.0;52.0;2.9;41.8;26.6;20.7;10.9;5.11;6.31
334490106;Centre Ville 2;33449;2775.0;6.62;9.08;184.0;23.86;54.9;45.1;23.9;39.6;28.8;7.7;41.5;24.9;33.6;75.9;11.9;4.5;1.4;6.4;48.5;48.7;2.8;39.4;27.0;20.9;12.8;5.93;7.33
334490107;Gajac;33449;2306.0;6.03;8.24;139.0;22.63;55.1;44.9;21.7;33.7;32.4;12.3;47.3;21.2;31.4;72.6;9.2;7.1;2.4;8.7;47.2;50.0;2.8;40.2;26.8;20.8;12.2;5.4;6.68
334490108;Corbiac 1;33449;2105.0;6.13;8.36;129.0;22.26;54.2;45.8;20.3;35.6;31.7;12.3;38.8;24.4;36.8;77.3;9.4;5.4;1.8;6.1;46.8;50.4;2.8;40.6;26.8;20.8;11.8;5.49;6.79
334490109;Corbiac 2;33449;2115.0;5.8;7.9;123.0;20.67;55.2;44.8;20.1;34.6;30.5;14.8;32.1;22.1;45.8;79.3;5.1;7.7;2.9;5.0;44.9;52.1;2.9;41.5;26.3;20.5;11.7;5.2;6.42
334490110;Zone d'Activités (Snpe);33449;56.0;7.04;9.56;4.0;22.92;60.5;39.5;10.3;44.3;38.7;6.8;16.7;47.8;35.5;89.3;6.8;3.9;0.0;0.0;47.5;49.7;2.8;41.7;28.0;21.7;8.7;6.31;7.8
334490112;Issac-Cérillan;33449;3273.0;6.64;9.12;217.0;22.98;55.5;44.5;24.8;38.4;29.9;6.9;34.5;25.9;39.5;81.9;6.7;6.6;1.4;3.4;47.6;49.6;2.8;39.7;26.7;20.7;12.9;5.95;7.35
334490113;Magudas;33449;1859.0;6.33;8.7;118.0;22.19;57.9;42.1;22.4;29.2;39.8;8.6;37.5;23.7;38.8;82.9;3.9;8.4;1.7;3.1;46.7;50.5;2.9;40.4;26.6;20.6;12.3;5.67;7.01
335190101;Centre Bourg;33519;2910.0;6.25;8.54;182.0;22.22;55.8;44.2;20.0;34.6;34.9;10.5;37.7;22.1;40.2;80.2;7.8;5.1;2.3;4.6;46.7;50.4;2.9;40.6;26.8;20.8;11.7;5.6;6.92
335190102;Nord des Jalles;33519;1568.0;5.86;7.99;92.0;20.81;56.4;43.6;19.2;30.7;35.7;14.3;36.1;18.7;45.2;81.8;3.6;8.9;1.9;3.8;45.1;52.0;2.9;41.5;26.5;20.5;11.5;5.25;6.49
335190103;Sud-Est;33519;3194.0;6.35;8.68;203.0;22.69;54.5;45.5;21.9;39.1;29.0;10.0;39.8;23.6;36.6;79.3;6.5;6.3;2.1;5.9;47.3;49.9;2.8;40.2;26.8;20.8;12.2;5.69;7.04
335220101;Poste-Mairie;33522;4417.0;7.88;11.06;348.0;22.02;51.9;48.1;51.9;24.5;18.6;5.0;24.8;20.3;55.0;62.9;8.6;21.8;0.7;6.1;46.5;50.6;2.9;38.0;25.0;19.4;17.6;7.08;8.64
335220102;La Fauvette;33522;2868.0;7.85;10.96;225.0;22.25;56.0;44.0;46.1;28.8;18.7;6.4;26.9;15.8;57.4;66.1;9.1;18.0;0.6;6.3;46.8;50.4;2.8;38.3;25.3;19.6;16.8;7.05;8.61
335220103;Combattants-Bijou;33522;2525.0;8.38;11.98;212.0;23.58;60.3;39.7;73.3;16.2;8.3;2.3;34.5;23.1;42.4;44.6;16.3;33.9;0.4;4.7;48.2;49.0;2.8;36.1;24.6;19.0;20.4;7.53;9.19
335220104;Médoquine-Haut-Brion;33522;3531.0;8.07;11.29;285.0;22.33;56.3;43.7;48.8;29.6;16.9;4.6;24.6;16.4;59.0;67.1;9.2;19.5;0.7;3.5;46.9;50.3;2.8;38.1;25.2;19.5;17.2;7.25;8.85
335220105;Caudères;33522;2397.0;7.78;10.82;187.0;21.58;55.6;44.4;41.3;29.6;22.2;6.9;20.0;20.0;60.0;70.4;8.1;16.2;1.0;4.3;46.0;51.1;2.9;39.0;25.3;19.7;16.0;6.99;8.53
